0.88501,-1.8463,-37.079,-3.2196,-0.48828,-9.1095,78.003,5.3711,2.3651,8.0719,21.484,-11.444,-2.8229,-7.5378,-4.1199,-1.7242,1.2817,-6.6833,12.421,-4.9439,-7.4921,3.2349
1.0986,-1.8005,-37.109,-3.1433,-0.47302,-9.1858,78.049,4.8218,3.2196,8.7738,21.027,-11.185,-2.3498,-7.4921,-4.0894,-1.8768,1.2207,-6.6071,12.573,-5.1727,-7.4463,3.2349
0.9613,-1.7395,-37.14,-3.0823,-0.48828,-9.2468,78.049,4.0131,4.2572,9.0637,20.447,-10.834,-1.8921,-7.4463,-4.0588,-1.9684,1.1902,-6.6681,12.741,-5.3864,-7.431,3.2043
0.56458,-1.648,-37.14,-3.0365,-0.50354,-9.2926,78.064,3.0823,5.2795,8.7585,19.836,-10.406,-1.4496,-7.4158,-4.0436,-1.9989,1.1749,-6.8665,12.909,-5.5695,-7.4158,3.1738
0.076294,-1.5717,-37.14,-3.0365,-0.5188,-9.2926,78.14,2.2125,6.1035,7.904,19.272,-9.903,-1.0223,-7.3853,-4.0131,-1.9531,1.1597,-7.1869,13.092,-5.7373,-7.4005,3.1433
-0.36621,-1.4801,-37.109,-3.0823,-0.54932,-9.2621,78.293,1.5717,6.6223,6.7749,18.784,-9.3079,-0.64087,-7.3547,-3.9978,-1.8463,1.1597,-7.6141,13.26,-5.8594,-7.3853,3.0975
-0.61035,-1.4038,-37.048,-3.1738,-0.57983,-9.2011,78.4,1.2512,6.7444,5.6763,18.356,-8.6517,-0.32044,-7.309,-3.952,-1.6632,1.1444,-8.0872,13.428,-5.9509,-7.37,3.0518
-0.57983,-1.358,-36.987,-3.3264,-0.61035,-9.1705,78.415,1.297,6.4392,4.8828,17.99,-7.9346,-0.061035,-7.2479,-3.9063,-1.4191,1.1444,-8.5907,13.596,-5.9967,-7.3395,2.9907
-0.19836,-1.3275,-36.911,-3.5248,-0.64087,-9.2011,78.186,1.7395,5.7526,4.5319,17.609,-7.1869,0.13733,-7.1716,-3.8452,-1.1139,1.1444,-9.0485,13.733,-6.0272,-7.2937,2.9449
0.5188,-1.297,-36.85,-3.7537,-0.65613,-9.3384,77.606,2.4719,4.776,4.6845,17.136,-6.4087,0.2594,-7.0801,-3.7842,-0.74768,1.1139,-9.4299,13.886,-6.0425,-7.2479,2.8839
